TID,property_type,building_size,open_date,listing_agency,price,city,zip_code,phone,product_depth,bedroom_count,bathroom_count,parking_count
1351434,House,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Johnston,832,08 8943 3000,premiere,5,2,4
1351435,Townhouse,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Nightcliff,810,08 8943 3000,premiere,2,1,1
1351436,House,,Under offer,Freedom Property - Australia,PROPERTY PREVIEW,Woodroffe,830,07 3999 8324,premiere,3,1,2
1351437,House,147m²,Under offer,Elders Real Estate - Palmerston,UNDER CONTRACT,Zuccoli,832,08 8931 5000,premiere,3,2,2
1351438,Other,,,Abode Property Management Pty Ltd - PINELANDS,Expressions of Interest,Durack,830,08 8932 7777,standard,0,1,0
1351439,House,150m²,,Approved Real Estate (NT) - PALMERSTON CITY,"$550,000",Woodroffe,830,08 8931 2005,midtier,5,2,2
1351440,House,,,LJ Hooker Darwin -   ,"$1,490,000",Larrakeyah,820,08 8924 0900,premiere,4,3,4
1351441,House,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Leanyer,812,08 8943 3000,premiere,4,2,2
1351442,Unit,,,Freedom Property - Australia,"$292,000",Karama,812,07 3999 8324,premiere,2,1,1
1351443,House,,,Real Estate NT by George Pikos - FANNIE BAY,Auction Action,Zuccoli,832,08 8941 9959,premiere,3,2,4
1351444,House,210m²,,Renee's Realty NT - DURACK,"$475,000",Woodroffe,830,0417 718 149,premiere,3,1,2
1351445,Unit,,,Raine & Horne - Darwin,"Offers Over $399,000",Parap,820,08 8941 8941,premiere,1,1,1
1351446,House,,,Raine & Horne - Darwin,"$520,000",Rosebery,832,08 8941 8941,premiere,3,2,2
1351447,Unit,107m²,,Raine & Horne - Darwin,"Offers over 295,000",Millner,810,08 8941 8941,premiere,2,1,2
1351448,House,,,First National Real Estate O'Donoghues - Darwin,"Offers over $820,000",Stuart Park,820,08 8942 8942,premiere,4,2,4
1351449,Duplex/Semi-detached,,,First National Real Estate O'Donoghues - Darwin,"Offers over $460,000",Rosebery,832,08 8942 8942,premiere,3,2,4
1351450,House,,,Real Estate Central - DARWIN CITY,"$449,000",Gunn,832,08 8943 3000,premiere,3,2,1
1351451,Unit,,,@realty - National Head Office Australia,"$220,000",Nightcliff,810,1300 299 377,standard,1,1,1
1351452,House,283m²,Under offer,Call2View Real Estate - Palmerston,"$575,000",Durack,830,08 8932 8858,premiere,3,2,4
1351453,Unit,,,Territory Real Estate - Darwin,"$329,000",Nightcliff,810,889855678,premiere,2,1,1
1351454,House,,Under offer,Call2View Real Estate - Palmerston,"$529,000",Rosebery,832,08 8932 8858,premiere,4,2,3
1351455,Apartment,69m²,,iProperty NT - Darwin,"$349,000",Parap,820,0404 877 261,premiere,2,1,1
1351456,House,,,Ray White - NIGHTCLIFF,"Offers Over $485,000",Darwin City,800,08 8982 2403,premiere,2,2,2
1351457,House,139m²,,@realty - National Head Office Australia,$389000,Driver,830,1300 299 377,standard,3,1,1
1351458,House,836m²,Under offer,Ray White - NIGHTCLIFF,JUST LIKE THAT: UNDER CONTRACT PRIOR TO AUCTION,Wanguri,810,08 8982 2403,premiere,4,1,2
1351459,Unit,51m²,,Property Shop - Darwin,"$250,000",Darwin City,800,08 8981 5000,premiere,1,1,1
1351460,House,233m²,Under offer,Smith Real Estate NT,"$695,000",Rosebery,832,417272077,premiere,4,2,4
1351461,Other,144m²,Under offer,Sale By Home Owner - Australia,"$735,000",Howard Springs,835,1300 609 392,standard,3,2,8
1351462,House,,Under offer,Active Realty - NT,"OFFERS OVER $760,000",Muirhead,810,08 8985 19 28,premiere,4,2,2
1351463,House,,,Alliance Realty - Larrakeyah,"$535,000",Parap,820,08 8982 8282,premiere,2,2,1
1351464,House,,,Alliance Realty - Larrakeyah,"$559,000",Rosebery,832,08 8982 8282,premiere,4,2,2
1351465,House,,,For Sale By Owner                                                                                   ,"$630,000",Moil,810,1300 114 970,standard,3,1,4
1351466,House,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Coconut Grove,810,08 8943 3000,premiere,6,2,6
1351467,Unit,165m²,,LJ Hooker Darwin -   ,"$429,000",Stuart Park,820,08 8924 0900,premiere,3,2,2
1351468,House,,Under offer,LJ Hooker Darwin -   ,Openn Negotiation,Jingili,810,08 8924 0900,premiere,3,2,2
1351469,Unit,,,Territory Real Estate - Darwin,"$300,000",Karama,812,889855678,premiere,2,1,1
1351470,Unit,135m²,,Eview Group - Corporate,"Offers Over $300,000",Rapid Creek,810,03 8781 3888,standard,2,2,1
1351471,Unit,95m²,,Raine & Horne - Darwin,"Offers over $220,000",Karama,812,08 8941 8941,premiere,2,1,1
1351472,Other,,,Freedom Property - Australia,PROPERTY PREVIEW,Leanyer,812,07 3999 8324,premiere,2,1,1
1351473,House,212m²,,Elders Real Estate - Palmerston,"$575,000",Gunn,832,08 8931 5000,premiere,3,2,2
1351474,House,266m²,,Renee's Realty NT - DURACK,"Offers over $799,000",Johnston,832,0417 718 149,premiere,4,2,10
1351475,House,,Under offer,Darwin Residential and Commercial Real Estate Pty Ltd - CASUARINA,"$480,000",Wulagi,812,08 8945 9372,premiere,3,1,2
1351476,Apartment,,,Darwin Residential and Commercial Real Estate Pty Ltd - CASUARINA,"$549,000",Darwin City,800,08 8945 9372,premiere,2,2,2
1351477,Apartment,48m²,,Knight Frank (NT) - Darwin,"Offers over $299,000",Darwin City,800,08 8982 2500,premiere,1,1,1
1351478,House,,Under offer,@realty - National Head Office Australia,"$649,000",Rosebery,832,1300 299 377,midtier,5,2,2
1351479,Residential Land,,,Elders Real Estate - Palmerston,"PRICE GUIDE $525,000",Humpty Doo,836,08 8931 5000,premiere,,,
1351480,House,138m²,,Real Estate NT by George Pikos - FANNIE BAY,"$380,000",Woodroffe,830,08 8941 9959,premiere,3,1,1
1351481,Apartment,,,Elaine Mills Property Management - COOLALINGA,"$395,000",Darwin City,800,08 8983 1800,premiere,3,1,1
1351482,House,,,Real Estate NT by George Pikos - FANNIE BAY,Auction Action,Leanyer,812,08 8941 9959,premiere,3,2,2
1351483,House,,,Knight Frank (NT) - Darwin,"$860,000",Berrimah,828,08 8982 2500,premiere,3,2,2
1351484,Residential Land,,,Eview Group - Corporate,"Accepting Offers Between $275,000 - $295,000",Gunn,832,03 8781 3888,standard,,,
1351485,Unit,,,Raine & Horne - Darwin,UNDER CONTRACT,Darwin City,800,08 8941 8941,premiere,1,1,1
1351486,Unit,,Under offer,LJ Hooker Darwin -   ,"$475,000",Darwin City,800,08 8924 0900,premiere,2,2,2
1351487,House,188m²,,For Sale By Owner                                                                                   ,"$485,000",Gunn,832,1300 114 970,standard,3,2,2
1351488,Villa,,,First National Real Estate O'Donoghues - Darwin,"Offers over $675,000",Lyons,810,08 8942 8942,premiere,3,2,2
1351489,House,,,Call2View Real Estate - Palmerston,"$449,000",Gray,830,08 8932 8858,premiere,4,1,4
1351490,Townhouse,,,Milgate Real Estate - Cullen Bay,"offers over $1,250,000",Fannie Bay,820,0404 222 219,premiere,3,2,2
1351491,House,,,For Sale By Owner                                                                                   ,"$1,200,000",Nightcliff,810,1300 114 970,standard,3,2,2
1351492,House,,Under offer,HERON PROPERTY - DARWIN,"Offers over $850,000",Bayview,820,08 8992 9980,premiere,3,2,2
1351493,Unit,140m²,,Top End Realty International - NIGHTCLIFF,Contact Agent,Darwin City,800,08 8948 5607,premiere,2,2,2
1351494,Unit,,,Approved Real Estate (NT) - PALMERSTON CITY,"$295,000",Gray,830,08 8931 2005,standard,2,1,2
1351495,Duplex/Semi-detached,,,Real Estate Central - DARWIN CITY,"$349,000",Nightcliff,810,08 8943 3000,premiere,2,1,1
1351496,House,,Under offer,Elders Real Estate - Darwin,UNDER OFFER,Jingili,810,08 8946 0500,premiere,3,1,2
1351497,Unit,,,Elders Real Estate - Darwin,FASTRAK,Stuart Park,820,08 8946 0500,premiere,2,2,2
1351498,Unit,,,Elders Real Estate - Darwin,FASTRAK,Stuart Park,820,08 8946 0500,premiere,2,2,2
1351499,Townhouse,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Coconut Grove,810,08 8943 3000,premiere,2,1,2
1351500,House,254m²,,Elders Real Estate - Palmerston,"PRICE GUIDE $735,000",Gunn,832,08 8931 5000,premiere,4,2,2
1351501,Unit,356m²,,For Sale By Owner                                                                                   ,"$610,000",Muirhead,810,1300 114 970,standard,4,2,1
1351502,Residential Land,,,Intrapac - Mirawood,"$625,000",Berrimah,828,03 9207 8000,premiere,,,
1351503,Residential Land,,,Intrapac - Mirawood,"$355,700",Berrimah,828,03 9207 8000,premiere,,,
1351504,Residential Land,,,Intrapac - Mirawood,"$355,700",Berrimah,828,03 9207 8000,premiere,,,
1351505,Residential Land,,,Intrapac - Mirawood,"$359,000",Berrimah,828,03 9207 8000,premiere,,,
1351506,Residential Land,,,Intrapac - Mirawood,"$370,990",Berrimah,828,03 9207 8000,premiere,,,
1351507,Apartment,,,Ray White Bayside - FANNIE BAY,"$465,000",Coconut Grove,810,08 8986 7131,premiere,3,2,2
1351508,Residential Land,,,Call2View Real Estate - Palmerston,"$325,000",Zuccoli,832,08 8932 8858,premiere,,,
1351509,Townhouse,,,Real Estate Central Projects - Darwin,"Offers over $700,000",The Gardens,820,08 8943 3000,premiere,3,2,2
1351510,House,,,Professionals - DARWIN CITY,OFFERS INVITED,Darwin City,800,08 8941 8289,premiere,2,2,2
1351511,House,,,K G Young & Associates Pty Ltd - Darwin,"$729,000 DHA lease $934 pwk",Lyons,810,08 89 432 432,premiere,4,2,2
1351512,Unit,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Bayview,820,08 8943 3000,premiere,3,2,2
1351513,House,310m²,,Eview Group - Corporate,"$620,000",Wagaman,810,03 8781 3888,standard,5,3,2
1351514,House,"1,370m²",Under offer,Elders Real Estate - Darwin,"PRICE GUIDE $1,100,000",Leanyer,812,08 8946 0500,premiere,5,4,6
1351515,House,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Johnston,832,08 8943 3000,premiere,4,2,2
1351516,House,,,Cate Killiner Real Estate - Woolner,"$595,000",Anula,812,08 8942 2283,standard,4,2,2
1351517,Apartment,,,Real Estate Central - DARWIN CITY,"$380,000",Driver,830,08 8943 3000,premiere,2,1,1
1351518,House,,,Freedom Property - Australia,"$435,000",Karama,812,07 3999 8324,premiere,3,1,2
1351519,Apartment,81m²,,Knight Frank (NT) - Darwin,"$465,000",Darwin City,800,08 8982 2500,premiere,1,1,1
1351520,Duplex/Semi-detached,354m²,,All About Real Estate NT - DARWIN CITY,UNDER OFFER,Leanyer,812,0438 404 848,premiere,4,2,2
1351521,House,,,First National Real Estate O'Donoghues - Darwin,"Offers Over $859,000",Woolner,820,08 8942 8942,premiere,4,2,4
1351522,House,,,Real Estate Central Projects - Darwin,Under Contract,Humpty Doo,836,08 8943 3000,premiere,6,2,6
1351523,House,400m²,,Real Value Properties NT - Northern Territory,"OFFERS OVER $800,000",Bellamack,832,08 8983 1888,premiere,5,2,5
1351524,Unit,,,Raine & Horne - Darwin,UNDER CONTRACT,Brinkin,810,08 8941 8941,premiere,2,1,1
1351525,House,,,Raine & Horne - Darwin,$450 000,Wulagi,812,08 8941 8941,premiere,3,1,2
1351526,House,,,Real Estate Central Projects - Darwin,Offers from mid $800's,Rapid Creek,810,08 8943 3000,premiere,4,1,2
1351527,House,,,Renee's Realty NT - DURACK,"Mid $500,000 ono",Herbert,836,0417 718 149,premiere,2,1,0
1351528,House,,,Raine & Horne - Darwin,"Offers Over $600,000",Coconut Grove,810,08 8941 8941,premiere,3,2,2
1351529,House,172m²,Under offer,Elders Real Estate - Palmerston,UNDER CONTRACT,Johnston,832,08 8931 5000,premiere,3,2,2
1351530,House,,Under offer,Elders Real Estate - Palmerston,UNDER CONTRACT,Driver,830,08 8931 5000,premiere,2,1,1
1351531,Apartment,,,Ray White - Darwin,"$325,000",Millner,810,0408 108 698,premiere,2,1,2
1351532,Townhouse,,,Real Estate Central Projects - Darwin,Under Contract,The Gardens,820,08 8943 3000,premiere,3,2,2
1351533,House,,,Ray White - Darwin,"Offers over $550,000",Moil,810,0408 108 698,premiere,3,1,6
1351534,House,170m²,Under offer,Call2View Real Estate - Palmerston,"$489,000",Durack,830,08 8932 8858,premiere,3,2,2
1351535,Unit,94m²,,Elders Real Estate - Palmerston,"PRICE GUIDE $209,000",Driver,830,08 8931 5000,premiere,2,1,0
1351536,Apartment,,,HERON PROPERTY - DARWIN,"Offers over $370,000",Rapid Creek,810,08 8992 9980,premiere,2,1,1
1351537,Apartment,55m²,,Ray White - Darwin,"Offers Over $290,000",Nightcliff,810,0408 108 698,premiere,1,1,1
1351538,House,,,Professionals - DARWIN CITY,"Offers over $630,000",Rosebery,832,08 8941 8289,premiere,4,2,2
1351539,Unit,104m²,,Call2View Real Estate - Palmerston,"$269,000",Tiwi,810,08 8932 8858,premiere,1,1,2
1351540,Apartment,,,Real Estate Central - DARWIN CITY,"$316,000",Stuart Park,820,08 8943 3000,premiere,3,1,1
1351541,Unit,16m²,,Eview Group - Corporate,"$115,000",Parap,820,03 8781 3888,standard,1,1,0
1351542,Unit,,Under offer,Absolute Real Estate NT - Darwin,"$535,000 +",Stuart Park,820,08 8930 6600,premiere,3,2,2
1351543,House,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Zuccoli,832,08 8943 3000,premiere,4,3,3
1351544,Residential Land,,,Ray White - NIGHTCLIFF,"$1,400,000",Knuckey Lagoon,828,08 8982 2403,standard,,,
1351545,Unit,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Rosebery,832,08 8943 3000,premiere,2,2,2
1351546,House,,Under offer,Core Realty NT - RAPID CREEK,UNDER CONTRACT,Muirhead,810,0450 473 710,premiere,4,2,2
1351547,Unit,,Under offer,Cate Killiner Real Estate - Woolner,"$418,000",Brinkin,810,08 8942 2283,standard,2,1,2
1351548,Unit,,,Colliers International - Darwin,"$385,000",The Gardens,820,08 8997 0888,premiere,2,1,1
1351549,House,,,Freedom Property - Australia,"OFFERS OVER $780,000",Durack,830,07 3999 8324,premiere,6,3,4
1351550,Acreage,,Under offer,Litchfield Realty - Humpty Doo,"$460,000 ONO",Humpty Doo,836,08 8988 2343,premiere,3,1,0
1351551,Unit,,,Colliers International - Darwin,"$410,000",Nightcliff,810,08 8997 0888,premiere,3,1,1
1351552,House,,,Property Portfolio Sales - East Brisbane ,"$819,000",Muirhead,810,0423 814 812,feature,4,2,2
1351553,Acreage,,,Renee's Realty NT - DURACK,"$449,000",Herbert,836,0417 718 149,premiere,2,2,0
1351554,House,,Under offer,Raine & Horne - Darwin,UNDER CONTRACT,Malak,812,08 8941 8941,premiere,4,1,2
1351555,House,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Rapid Creek,810,08 8943 3000,premiere,4,2,2
1351556,Apartment,,,Real Estate Central Projects - Darwin,"Current Bid $600,000",Darwin City,800,08 8943 3000,premiere,3,2,2
1351557,Acreage,,,Abode Property Management Pty Ltd - PINELANDS,REDUCED to SELL!!!,Herbert,836,08 8932 7777,standard,3,1,2
1351558,House,,Under offer,Call2View Real Estate - Palmerston,OFFERS OVER $695k,Wulagi,812,08 8932 8858,premiere,4,3,4
1351559,Unit,,Under offer,Absolute Real Estate NT - Darwin,"$339,000 +",Malak,812,08 8930 6600,premiere,2,1,3
1351560,Apartment,134m²,Under offer,Elders Real Estate - Darwin,UNDER CONTRACT,Parap,820,08 8946 0500,premiere,2,1,2
1351561,Villa,,Under offer,First National Real Estate O'Donoghues - Darwin,UNDER CONTRACT,Bakewell,832,08 8942 8942,premiere,3,2,4
1351562,Unit,,,@realty - National Head Office Australia,"NEW PRICE $430,000",Larrakeyah,820,1300 299 377,standard,3,2,2
1351563,Apartment,235m²,,Knight Frank (NT) - Darwin,"Offers Over $980,000",Darwin City,800,08 8982 2500,premiere,3,2,2
1351564,Apartment,,,First National Real Estate O'Donoghues - Darwin,"$1,050,000",Darwin City,800,08 8942 8942,premiere,3,2,2
1351565,Unit,,,Elders Real Estate - Darwin,UNDER CONTRACT,Brinkin,810,08 8946 0500,premiere,2,1,1
1351566,Unit,,,Elders Real Estate - Darwin,FASTRAK,Leanyer,812,08 8946 0500,premiere,2,1,2
1351567,House,,Under offer,United Realty NT - Parap,"$540,000",Tiwi,810,08 8981 2666,premiere,3,1,5
1351568,Unit,,,@realty - National Head Office Australia,"OVER $450,000",Parap,820,1300 299 377,standard,2,2,2
1351569,House,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Karama,812,08 8943 3000,premiere,4,2,2
1351570,Townhouse,,,Elders Real Estate - Darwin,"PRICE GUIDE $830,000",Bayview,820,08 8946 0500,premiere,3,2,2
1351571,House,,Under offer,Ray White - NIGHTCLIFF,JUST LIKE THAT: UNDER CONTRACT,Zuccoli,832,08 8982 2403,premiere,4,2,2
1351572,Unit,,,Real Estate Central - DARWIN CITY,"$375,000",Woolner,820,08 8943 3000,premiere,3,1,2
1351573,House,,Under offer,Raine & Horne - Darwin,UNDER CONTRACT,Gunn,832,08 8941 8941,premiere,4,2,2
1351574,House,,,Call2View Real Estate - Palmerston,"$515,000",Bakewell,832,08 8932 8858,premiere,3,2,3
1351575,Apartment,,Under offer,Pacific Property Darwin,UNDER CONTRACT... MORE PROPERTIES WANTED,Darwin City,800,433038633,premiere,3,2,2
1351576,Townhouse,,,Knight Frank (NT) - Darwin,"$665,000",Bayview,820,08 8982 2500,premiere,3,3,2
1351577,Unit,,,For Sale By Owner                                                                                   ,"Offers over $345,000",Bakewell,832,1300 114 970,standard,3,2,2
1351578,House,,,Active Realty - NT,"OFFERS OVER $505,000",Millner,810,08 8985 19 28,premiere,3,1,4
1351579,Townhouse,,,Real Estate NT by George Pikos - FANNIE BAY,"$525,000",Rapid Creek,810,08 8941 9959,premiere,2,1,1
1351580,House,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Millner,810,08 8943 3000,premiere,4,2,2
1351581,House,,,No Agent Property - BRIGHTON EAST,"$670,000 Negotiable",Howard Springs,835,1300 850 855,standard,3,2,6
1351582,House,145m²,,Call2View Real Estate - Palmerston,"$625,000",Humpty Doo,836,08 8932 8858,premiere,3,1,4
1351583,House,81m²,,Ray White City (NT) -    ,"$450,000",Darwin City,800,08 8943 3500,premiere,1,1,1
1351584,House,,,Real Estate Central - DARWIN CITY,"$590,000",Johnston,832,08 8943 3000,premiere,4,2,2
1351585,Apartment,,,Real Estate Central - DARWIN CITY,"$749,000",Darwin City,800,08 8943 3000,premiere,3,2,2
1351586,Apartment,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Ludmilla,820,08 8943 3000,premiere,2,1,2
1351587,Unit,,Under offer,PRD Darwin - DARWIN City,"$259,000",Millner,810,421073034,premiere,2,1,1
1351588,Unit,,Under offer,United Realty NT - Parap,"$225,000",Bakewell,832,08 8981 2666,premiere,2,1,2
1351589,House,167m²,,Piening Property Sales - COOLALINGA,"$548,000",Gray,830,429826650,premiere,3,1,4
1351590,House,,,Freedom Property - Australia,"OFFERS OVER 399,000",Moulden,830,07 3999 8324,premiere,3,1,1
1351591,Unit,199m²,,Elders Real Estate - Palmerston,"PRICE GUIDE $445,000",Brinkin,810,08 8931 5000,premiere,2,1,1
1351592,House,,Under offer,Cate Killiner Real Estate - Woolner,"$515,000",Driver,830,08 8942 2283,standard,3,1,2
1351593,Duplex/Semi-detached,,,Cate Killiner Real Estate - Woolner,"$349,000",Woodroffe,830,08 8942 2283,standard,2,1,1
1351594,Duplex/Semi-detached,,,Elders Real Estate - Palmerston,"$420,000",Bakewell,832,08 8931 5000,premiere,3,2,2
1351595,House,,,Elaine Mills Property Management - COOLALINGA,$950000 or nearest Offer,Herbert,836,08 8983 1800,premiere,5,3,2
1351596,House,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Lyons,810,08 8943 3000,premiere,5,2,3
1351597,Townhouse,,,Elders Real Estate - Palmerston,"PRICE GUIDE $646,000",Lyons,810,08 8931 5000,premiere,3,2,2
1351598,House,160m²,,Ray White Bayside - FANNIE BAY,"$485,000",Bellamack,832,08 8986 7131,premiere,3,2,2
1351599,Unit,210m²,,Kassiou Constructions - HOWARD SPRINGS,"$510,000 each unit",Rosebery,832,08 89834326,feature,3,2,3
1351600,Residential Land,,,Real Estate Central Projects - Darwin,"From $220,000",Berrimah,828,08 8943 3000,premiere,,,
1351601,Unit,,Under offer,Habitat Real Estate - THE GARDENS,"$390,000",Brinkin,810,08 8981 0080,premiere,2,1,2
1351602,Apartment,,,All About Real Estate NT - DARWIN CITY,UNDER CONTRACT,Darwin City,800,0438 404 848,premiere,3,3,2
1351603,House,,Under offer,Ray White - Darwin City,Under Offer,Alawa,810,08 8982 2400,premiere,4,2,2
1351604,Duplex/Semi-detached,,,iProperty NT - Darwin,"$559,000",Zuccoli,832,0404 877 261,premiere,4,2,2
1351605,House,,,Elders Real Estate - Palmerston,"PRICE GUIDE $495,000",Gray,830,08 8931 5000,premiere,3,2,2
1351606,House,,Under offer,For Sale By Owner                                                                                   ,"$525,000",Johnston,832,1300 114 970,standard,2,1,4
1351607,Residential Land,,,Litchfield Realty - Humpty Doo,"$320,000",Berry Springs,838,08 8988 2343,premiere,,,
1351608,House,,,Milgate Real Estate - Cullen Bay,"$475,000",Moulden,830,0404 222 219,premiere,4,2,4
1351609,House,,Under offer,North Property NT - STUART PARK,UNDER CONTRACT,Rapid Creek,810,08 898 11088 ,premiere,2,1,2
1351610,House,,Under offer,Call2View Real Estate - Palmerston,"$555,000",Zuccoli,832,08 8932 8858,premiere,3,2,4
1351611,House,,Under offer,Call2View Real Estate - Palmerston,"$459,000",Bakewell,832,08 8932 8858,premiere,3,2,4
1351612,Block Of Units,,Under offer,LJ Hooker Darwin -   ,UNDER OFFER,Farrar,830,08 8924 0900,premiere,1,1,1
1351613,Apartment,69m²,,Ray White - NIGHTCLIFF,"NEW PRICE $279,000",Nightcliff,810,08 8982 2403,premiere,2,1,1
1351614,House,176m²,Under offer,Elders Real Estate - Palmerston,UNDER CONTRACT,Gunn,832,08 8931 5000,premiere,3,2,2
1351615,House,155m²,,Nick Mousellis Real Estate - Eview Group Member,"OFFERS OVER $530,000",Driver,830,411724000,premiere,5,2,2
1351616,Unit,,,Real Estate NT by George Pikos - FANNIE BAY,"$289,000",Darwin City,800,08 8941 9959,premiere,1,1,1
1351617,House,,,Ray White - Darwin City,"Offers Over $530,000",Driver,830,08 8982 2400,premiere,4,2,2
1351618,Apartment,,,Ausway Group,"$490,000",Darwin City,800,451125286,premiere,2,2,2
1351619,Townhouse,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Fannie Bay,820,08 8943 3000,premiere,3,2,2
1351620,Apartment,,,Ray White Bayside - FANNIE BAY,"$449,000",Parap,820,08 8986 7131,premiere,3,2,2
1351621,House,,,Sell My Property Now - Launceston,$429000,Moulden,830,1300547869,standard,3,1,4
1351622,House,,,Raine & Horne - Darwin,"Offers Over $399,000",Woodroffe,830,08 8941 8941,premiere,3,1,2
1351623,Unit,,,Real Estate NT by George Pikos - FANNIE BAY,"$389,000",Fannie Bay,820,08 8941 9959,premiere,1,1,1
1351624,House,,,Litchfield Realty - Humpty Doo,"$575,000",Driver,830,08 8988 2343,premiere,4,2,4
1351625,House,,,McGees Property - Darwin,"$589,500",Malak,812,08 8941 1550,premiere,3,2,2
1351626,House,,,Real Estate Central - DARWIN CITY,"Offers Over $600,000",Farrar,830,08 8943 3000,premiere,4,2,2
1351627,House,160m²,,Approved Real Estate (NT) - PALMERSTON CITY,"$485,000",Gunn,832,08 8931 2005,standard,3,2,2
1351628,House,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Howard Springs,835,08 8943 3000,premiere,4,2,5
1351629,Apartment,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Darwin City,800,08 8943 3000,premiere,3,2,2
1351630,Unit,153m²,Under offer,Colliers International - Darwin,Contact Agent,Rapid Creek,810,08 8997 0888,premiere,3,2,2
1351631,Townhouse,96m²,Under offer,Knight Frank (NT) - Darwin,UNDER CONTRACT,Millner,810,08 8982 2500,premiere,2,1,0
1351632,Acreage,,,LJ Hooker Darwin -   ,"Offers over $850,000",Girraween,836,08 8924 0900,premiere,6,2,3
1351633,House,,Under offer,Property Portfolio Sales - East Brisbane ,Under Contract,Muirhead,810,0423 814 812,standard,3,2,2
1351634,Apartment,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Nightcliff,810,08 8943 3000,premiere,2,1,1
1351635,Unit,,Under offer,United Realty NT - Parap,"$165,000",Rapid Creek,810,08 8981 2666,premiere,1,1,1
1351636,House,,Under offer,Acacia Realty - NOONAMAH,"$355,000",Berry Springs,838,0409 768 420,premiere,3,2,5
1351637,House,,,Kalo Real Estate - Darwin,"Offers over $399,000",Driver,830,889453340,premiere,3,1,2
1351638,Unit,,,Habitat Real Estate - THE GARDENS,"Offers over $565,000",Darwin City,800,08 8981 0080,premiere,2,2,2
1351639,Unit,94m²,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Ludmilla,820,08 8943 3000,premiere,3,1,2
1351640,Unit,,,Elders Real Estate - Darwin,"PRICE GUIDE $330,000",Fannie Bay,820,08 8946 0500,premiere,2,1,1
1351641,Duplex/Semi-detached,,,First National Real Estate O'Donoghues - Darwin,"Offers invited $440,000",Rosebery,832,08 8942 8942,premiere,3,2,2
1351642,House,229m²,,Raine & Horne - Darwin,"Price Guide: $650,000 - $700,000",Bellamack,832,08 8941 8941,premiere,5,2,2
1351643,Apartment,130m²,,Call2View Real Estate - Palmerston,"$399,000",Darwin City,800,08 8932 8858,premiere,2,2,2
1351644,Apartment,,,First National Real Estate O'Donoghues - Darwin,"$479,000",Cullen Bay,820,08 8942 8942,premiere,2,2,2
1351645,Apartment,,,First National Real Estate O'Donoghues - Darwin,"Offers over $469,000",Darwin City,800,08 8942 8942,premiere,3,2,2
1351646,Duplex/Semi-detached,,,Renee's Realty NT - DURACK,"$410,000",Bakewell,832,0417 718 149,premiere,3,2,6
1351647,House,124m²,Under offer,Elders Real Estate - Palmerston,UNDER CONTRACT,Moulden,830,08 8931 5000,premiere,3,1,3
1351648,House,,,Real Estate Central - DARWIN CITY,"$620,000",Jingili,810,08 8943 3000,premiere,4,2,2
1351649,House,111m²,,Elders Real Estate - Darwin,"PRICE GUIDE $1,200,000",Larrakeyah,820,08 8946 0500,premiere,3,1,2
1351650,House,,,Raine & Horne - Darwin,"Offers Over $775,000",Stuart Park,820,08 8941 8941,premiere,4,2,4
1351651,House,,Under offer,North Property NT - STUART PARK,UNDER CONTRACT,Bakewell,832,08 898 11088 ,premiere,9,4,6
1351652,House,,,Knight Frank (NT) - Darwin,"$580,000",Rosebery,832,08 8982 2500,premiere,3,2,2
1351653,Unit,,,Elders Real Estate - Darwin,"PRICE GUIDE $329,000",Leanyer,812,08 8946 0500,premiere,2,1,1
1351654,Villa,80m²,Under offer,Raine & Horne - Darwin,UNDER CONTRACT,Gray,830,08 8941 8941,premiere,2,1,2
1351655,House,430m²,,Real Estate NT by George Pikos - FANNIE BAY,Offers over $1.2m,Johnston,832,08 8941 9959,premiere,3,2,3
1351656,House,,,Real Estate Central - DARWIN CITY,"$660,000",Wagaman,810,08 8943 3000,premiere,5,2,4
1351657,Apartment,,,First National Real Estate O'Donoghues - Darwin,"$649,000",Darwin City,800,08 8942 8942,premiere,4,2,2
1351658,House,134m²,,Renee's Realty NT - DURACK,"$899,000",Howard Springs,835,0417 718 149,premiere,3,2,4
